Index,Disruption Date,Location,Type,Description,Cause,Closed Date
323,09/23/2020,South East of Italy,Marine,"User: During navigation in the Mediterranean Sea in the above mentioned position at 06:34 AM Local Time due to inference we lost signal from 3 GPS. Position Data Lost At 07:03 AM Local Time the signal for all 3 GPS returned and all equipment recovered.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. The report of interference is similar to that outlined by U.S. Maritime Administration in Maritime Advisory 2020-016-Various GPS Interference. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,10/20/2020
324,09/22/2020,East of Malta,Marine,"User: Ships in immediate vicinity are understood to be experiencing the same signal-loss issues.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. The report of interference is similar to that outlined by U.S. Maritime Administration in Maritime Advisory 2020-016-Various GPS Interference. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,10/20/2020
328,09/21/2020,"Port Hedland, Western Australia",Marine,"User: Intermittent but frequent loss of PPU Operations that appear to be GPS related as they lose position. PPUs receive Differential Corrections from a beacon some 200km away but that Beacon operates only on GPS Satellites, not any other constellations satellites.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. Update: Further investigation by reporting source revealed connectivity issue.",User Equipment,10/20/2020
322,09/16/2020,Southern Gulf of Suez,Marine,"User: My guess is that we experienced GPS jamming. In March 2020, while in the ASRY shipyard, the Fairfax had two new GPS receivers installed; one Furuno, and one SAAB. The SAAB model receives both GPS and Glonass position signals, and sends both to the ECDIS. These positions are usually within 3 to 10 meters of each other - very accurate. Because we have experienced GPS jamming on this vessel, several times before, in Port Said and in the Suez Canal, we proactively made the SAAB GPS/Glonass receiver the Primary ECDIS position sensor, to help defeat any GPS jamming. It worked -- we never received alarms, or lost our ECDIS picture. Since the AIS has its own stand-alone GPS receiver, it makes sense that we would lose all AIS data during a GPS jamming event. The momentary loss of radar video could be explained as the ECDIS lost the GPS data, and switched to the Glonass position. Again, this is my own guess. If the problem had continued, I could have made the Furuno GPS the primary sensor, to see if we would experience the full experience of GPS jamming problems. I did not think of doing this until later, well after the problems disappeared.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. The report of interference is similar to that outlined by U.S. Maritime Administration in Maritime Advisory 2020-007-Various GPS Interference. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,10/20/2020
321,09/10/2020,"Beirut, Lebanon",Marine,"User: Vessel is equipped with two identical GPS receivers. Both GPS units encountered intermittent disruption simultaneously. The disruption was first encountered briefly in Eastern-Mediterranean Beirut Lebanon coast. Complete loss of signals for a period of 1 to 2 hours.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. The report of interference is similar to that outlined by U.S. Maritime Administration in Maritime Advisory 2020-007-Various GPS Interference. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,10/06/2020
319,09/03/2020,"Las Cruces, NM",Agriculture,"User: Intermittent problem Have switched from RTK to Autonomous to SBAS and confirmed 0 satellites Have swapped out components but will cut out. It appears to be in this area We have also noticed interference on vehicle SAT radio interruptions Clear view no obstructions

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other agencies or users. There was no response to our request for additional information.",Insufficient Information,10/06/2020
317,08/31/2020,"Port Said, Egypt",Marine,"User: Vessel is equipped with two identical GPS receivers. Both GPS units encountered intermittent disruption simultaneously. The disruption was first encountered briefly in Eastern-Mediterranean Sea off Greece. Disruptions were again encountered with increased frequency and effect when our vessel approached the port of Port Said, Egypt. Each disruption caused partial to complete loss of signals for a period of 1 to 2 minutes. HDOP levels were observed to be in the range of 6. Restoration of signals were as abrupt as the disruption. The disruptions continued with lesser frequency as vessel progressed through the Suez Canal. About 45 nautical miles inside the Suez Canal from the Northern Entrance, disruptions ceased completely and since then both the GPS units have been functioning normally. A Navtex message (message number OA89. NTM 038/20) from Malta Radio dated 29th Aug 2020 warned mariners regarding ""Harmful Interference to the GPS and GNSS"".

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. The report of interference is similar to that outlined by U.S. Maritime Administration in Maritime Advisory 2020-007-Various GPS Interference. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,09/10/2020
320,08/28/2020,Buenos Aires,Communications,"User: I work as a engineer for Canal 9 of Bs. As. Argentina GMT -3, our transmission system uses the GPS signal. But every other week, more precisely every other Friday (every 14 days) it happens that between 01:25 pm and 01:35 pm some shift in the GPS signal happens since our 4 modulators with four different antennas present a type of failure. The 4 antennas are located in the same place. A few minutes ago the failure occurred and is systematic. Do you make any automatic adjustments during those hours? Thank you!

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other agencies or users. There was no response to our request for additional information.",Insufficient Information,10/06/2020
316,08/24/2020,"Gonzales, Texas USA",Automobile,"User: Not the first time outages have occurred.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. NAVCEN requested additional information, but the reporting source did not respond.",Insufficient Information,09/10/2020
318,08/22/2020,"Sterling, Virginia",Research,"User: Expected to track M-code on PRN 18 (SVN-75) but was only able to track Y-Code on L1 and L2 frequencies. Other M-Code capable satellites (PRN 15, 30, etc.) in view were able to track M-Code on both L1 and L2. Was there a disruption on PRN-18 regarding M-Code?

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. There were no authorized GPS tests in the area. No correlating reports from interagency partners. L1 M-Code was tracked by at least one other R&D partner during the time frame. NAVCEEN requested additional information, but reporting source did not respond.",Insufficient Information,10/27/2020
315,08/21/2020,"Darjeeling, India",Timing,"User indicated an intermittent problem that was otherwise unspecified.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. NAVCEN requested additional information, but the reporting source did not respond.",Unknown Interference,09/10/2020
314,08/19/2020,Hal-Far,Other,"User: The Malta Communications Authority has investigated reports of GPS interference during July-August 2020. A source located outside Malta is causing this interference which is affecting land, maritime and aviation users.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. The report of interference is similar to that outlined by U.S. Maritime Administration in Maritime Advisory 2020-007-Various GPS Interference.",Unknown Interference,09/10/2020
312,08/15/2020,Far Rockaway,Transportation,"User: Today as well as Friday, we kept receiving messages on our cell phones that they could not connect to GPS.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. NAVCEN requested additional information, but the reporting source did not respond.",Insufficient Information,09/10/2020
310,08/14/2020,North of Pantelleria Island,Marine,"User indicated an intermittent problem that was otherwise unspecified.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. The report of interference is similar to that outlined by U.S. Maritime Administration in Maritime Advisory 2020-007-Various GPS Interference. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,09/10/2020
329,08/04/2020,Global,Surveying,"User: CNES (Centre National d Etudes Spatiales, French Space Agency) has detected a repetition of IODC for PRN19, SVN59 on August 4th, 2020. The detection is based on a consolidated navigation message file, built from RINEX navigation files issued by numerous IGS stations. Could you please confirm the IODC repetition?

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment on the reported matter and validated the observed IODC repetition. The discrepancy has been resolved.",ICD_Violation,10/27/2020
309,07/30/2020,Suez Canal,Marine,"User: Intermittent alarm on all equipment connected to GPS

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. The report of interference is similar to that outlined by U.S. Maritime Administration in Maritime Advisory 2020-007-Various GPS Interference. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,08/19/2020
313,07/30/2020,Malta,Other,"User: Local authorities were contacted and it had been confirmed that there are interfering signals from south direction.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. The report of interference is similar to that outlined by U.S. Maritime Administration in Maritime Advisory 2020-007-Various GPS Interference.",Unknown Interference,09/10/2020
308,07/29/2020,"Port Said, Egypt",Marine,"User: Vessel experienced intermittent outages from 1730 local departing Suez Canal to 2142 local at Lat 31-48.0N Long 031-51.6E. Position became erratic before failing entirely. Vessel resorted to manual fixing in DR mode when system erratic or failed.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. The report of interference is similar to that outlined by U.S. Maritime Administration in Maritime Advisory 2020-007-Various GPS Interference. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,08/19/2020
307,07/26/2020,inside of Persian Gulf,Marine,"User: We observed GPS interruption when vessel transiting in between K.A.S. and Iran. Date & time: 0907UTC 26-JUL-2020 Position: 27-10.1N 051-09.4E / <069>11’ from Ra’s Tannurah by Duration: 10min Comment- Outage report received from Master of vessel Tanzawa. .

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. The report of interference is similar to that outlined by U.S. Maritime Administration in Maritime Advisory 2020-007-Various GPS Interference. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,08/19/2020
306,07/22/2020,Chambersburg PA,Timing,"User: 20.3.3.5.1.8 Special Messages. Sub Frames errors. Octal 252 Character Hex AA, not an allowed character in a special message. At a point earlier we were seeing parity errors on Word 4 for every SV in view. Seeing this on hardware in PA, NJ, MA, CO, CA, Munich, and Bangalore India

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment and determined, due to operational tasking, an unexpected condition was broadcast from subframe 4, page 17 of the GPS navigation message which may have affected certain user equipment. Subframe 4, page 17 data is allocated for special messages per IS-GPS-200.",ICD_Violation,09/03/2020
305,07/18/2020,Edmonton,,"User: This has been ongoing in the city of Edmonton for quite some time.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other agencies or users. There was no response to our request for additional information.",Insufficient Information,08/19/2020
304,06/17/2020,Sao Marcos Bay area,Marine,"User: ON 17TH JUNE 20 AT 0415LT""NO FIX ERROR"" WAS DISPLAYED ON BOTH GPS RECEIVERS.GPS LOST SIGNALS EVERY 10 TO 15 SECONDS.ALL EQUIPMENT ASSOCIATED WITH GPS IN INS STARTED MALFUNCTIONING.THIS STABILIZED AFTER 2 HRS. THIS OCCURRED ON 18TH JUNE MIDNIGHT WATCH HOURS ALSO.THE SHIPS IN VICINITY ABOUT 4 MILES FROM OWN POSITION DID FACE SAME PROBLEMS.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment. There were no authorized GPS tests in the area. No correlating reports from other agencies. Space Weather Prediction Center indicated its possible this report of interference is due to equatorial anomalies.",Unknown Interference,07/30/2020
303,06/16/2020,Downtown San Francisco,Automobile,"User: While driving a familiar route under same conditions as many times before, GPS signal became unstable, and position was several hundred feet wrong, condition persisted for about 40 minutes. While crossing golden gate bridge, location was shown as 1,000 feet west of bridge and error continued while on 101 northbound past Marin.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other agencies or users. There was no response to our request for additional information.",Insufficient Information,07/30/2020
302,06/07/2020,"Cyprus, Limassol",Marine,"User: No Fix, Unsafe, Caution, DOP ERROR from Cyprus to Beruit, Port of Beirut to about 100 NM South of the Port before it all cleared 6/7/2020-6/9/2020 0230 (-2)

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. The report of interference is similar to that outlined by U.S. Maritime Administration in Maritime Advisory 2020-007-Various GPS Interference. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,07/30/2020
301,06/05/2020,Gilbert,Surveying,"User: Setup the base receiver and was not able to obtain a solution due to 0 GPS satellites. I did see 1 or 2 GPS satellites over the course of 10 minutes however these were intermittent. I took the receiver approx. 1/2 block away and then received up to 10 GPS satellites. Driving back to the previous location the GPS satellites drop to 0 again with the intermittent 1 or 2 over a 10 minute period. The GPS issue wasnt seen when working this site back in February of this year.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other agencies or users.",Insufficient Information,07/30/2020
297,06/03/2020,"Mississippi River at Muscatine, IA",Timing,"User: Recurring issue in Spring, Summer, and Fall since at least 2018 occurring usually multiple times per week. Issue not present or severely diminished in the winter. Issue present at all hours of the day. Can not correlate to time of day, weather conditions, or temperature. Occasionally happens to multiple devices at the same time, but one device sees this issue the most / first, suggesting directionality from the northeast. Duration of event is between several seconds and 24+ hours. Often lasts several hours.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other agencies or users. Investigation ongoing. Update: Reporting source has replaced equipment with positive results.",User Equipment,07/30/2020
294,05/14/2020,Spotsylvania,,"User: This is based off of my GPS enabled running watch being unable to pick up GPS signal at my house, but it picks up the signal around a quarter mile away from my house.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other agencies or users. NAVCEN requested additional information, including any information from their equipment manufacturer, but the reporting source has not responded.",User Equipment,06/16/2020
292,04/18/2020,Black Sea,Surveying,"User: Multiple vessels in the Black Sea lost GPS and Glonass positioning, simultaneously. We are a seismic survey vessel with multiple DGPS receivers. Other vessels in our immediate vicinity also reporting loss of positions. Situation started at 06:17UTC and is ongoing at 07:45UTC. Occasional GPS satellite information being received but dropping out more than in.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. The report of interference is similar to that outlined by U.S. Maritime Administration in Maritime Advisory 2020-007-Various GPS Interference. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,05/08/2020
293,04/14/2020,Las Vegas area,,"User: General question of GPS satellite system usability in Las Vegas area. Some observations after 04/14/2020 that satellites could not be used continuously.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other users or interagency partners. Issue subsided; reporting source will continue to monitor and update NAVCEN.",Insufficient Information,06/16/2020
291,04/09/2020,ST. JOHN RIVER. ATLANTIC BEACH FL,Marine,"User: While transiting in the St. Johns river, in vicinity of Atlantic Beach, Fl a Coast Guard Vessel experienced a GPS outage. Losing both of the ships GPS receivers during their mooring evolution. Unit verified with another USCG vessel, at the pier, who was experiencing the same issue. Unit restarted both GPS displays with no resolve. After waiting approximately 20 minutes GPS signal regained and seems to be working properly.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other agencies. Ships crew will continue to monitor GPS and provide updates.",Unknown Interference,04/22/2020
288,03/29/2020,South of Hormuz TSS,Marine,"User: 2 GPS units aboard the newer is a Furuno GP-170 is only losing signal momentarily. SAAB unit has not received a position for 6 hrs.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. This report correlates with the U.S. Maritime Advisory 2020-001-Persian Gulf, Strait of Hormuz, Gulf of Oman, Arabian Sea, Red Sea, Gulf of Aden, and Indian Ocean-Threats to Commercial Vessels by Iran and its Proxies on the MSCI Portal. User encouraged to report the issue to the nearest communication authority. NAVCEN requested any additional information, including communication authority response details. Reporting source did not respond.",Unknown Interference,04/22/2020
287,03/24/2020,"Warrenville, IL USA",Automobile,"User: I used GPS for a trip immediately prior to this anomaly, without issue. When I attempted to enter my next trip leg, I noted an anomaly. My GPS apps could not locate my vehicle correctly and could not plot a course to my destination. The map display spun around multiple times, and at times placed my vehicle at the end of nearby dead end roads and even in the middle of a nearby field. I restarted the apps, to no avail. I restarted my phone and the bizarre behavior continued. About fifteen minutes after first noting the problem, I restarted my phone again and my GPS apps began working correctly. I do not know if it was a device issue or a GPS system issue. As of this date, I have used GPS twice on this device, without issue.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other agencies or users. There was no response to our request for additional information.",Insufficient Information,04/22/2020
285,03/16/2020,"Medford, Oregon",Timing,"User: We use GPS timing servers across our network within the CONUS. Across our network at approximately the same time, the timing servers went into holdover. As this issue was seen in multiple places, we do not think there were any issues with the hardware or software. We are trying to understand if something impacted the GPS satellite systems ability to provide timing on March 16th, 2020.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other users or interagency partners.

NAVCEN requested additional information about the equipment, if issue is on going, or actions taken to correct the problem. There was no response to our requests for additional information.",Insufficient Information,06/16/2020
284,03/13/2020,Central Mediterranean Sea,Marine,"User: NO GPS SIGNAL on 2 independent units. Other ships in vicinity reported the disruption over VHF Ch 16.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from interagency partners. This report correlates with the U.S. Maritime Advisory 2019-013 Eastern Central Mediterranean Sea and Suez Canal GPS Interference on the MSCI Portal. User encouraged to report the issue to the nearest communication authority. NAVCEN requested any additional information, including communication authority response details. Reporting source did not respond.",Unknown Interference,04/03/2020
290,03/10/2020,"Colorado Springs, CO",Other,"User: Since the morning of 3/10 we have seen low accuracy GPS readings for our fleet of tablets which is still ongoing. This results in GPS locations being off from a couple of blocks to a mile with the inaccuracy being more pronounced when stopped. This has occurred throughout the Colorado Springs area at all times of the day.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other agencies or users.

Update: The mobile provider has identified the issue and is working on an update to correct it.",User Equipment,04/22/2020
283,03/09/2020,Boulder,,"User: Noticed irregular signal multiple times near the same block during weekdays.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other users or interagency partners. Federal agencies will continue to monitor and investigate the situation. NAVCEN will provide updates as new information becomes available.",Insufficient Information,06/16/2020
282,03/04/2020,Everett Turnpike Route 3 & E Dunstable Rd,Automobile,"User: I have had a number of intermittent GPS issues within 1 mile of this location over the past year. GPS drops almost exactly 10 mph and the location plots diverge for approximately 1km parallel to the actual track. I took a picture of the GPS track showing the deviation. Contact me if you would like a copy of the track picture. I had previous similar incidents in the same vicinity.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other agencies or users. Federal agencies will continue to monitor and investigate the situation. NAVCEN will provide updates as new information becomes available.",Unknown Interference,04/13/2020
311,03/01/2020,"Bothell, WA",Automobile,"User: Greetings, pretty much the whole year I need to recalibrate maps every ten minutes to get a good gps signal. My job requires it as I will not receive offers with a weak signal. I have purchased 2 different phones within the last year to fix the issue but it is still present. I work mostly in Woodinville, Bothell, Kirkland and Redmond Washington. Multiple people said they are experiencing the same issue and it is strange because I heard space x recently placed another satellite into orbit for Washington state. Thanks for all that you do.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other agencies or users. Recommend contacting manufacturer for assistance.",User Equipment,10/06/2020
280,02/20/2020,Dulles Airport,Automobile,"USER: This occurred in Chantilly, VA around 4pm EST. I was on Rt. 50 heading East near Avion Pkwy close to Dulles Airport. The GPS navigation in my vehicle stopped working. When I looked for more information in the GPS it displayed no bars for a GPS satellite signal. This outage continued until the end of my trip in Reston, VA. I made two attempts to turn off my vehicle and restart the navigation during the trip, but this did not work to restart my GPS navigation. It was when I stopped the vehicle, stopped the engine, and got out of my car for 10-15 minutes that the GPS system resumed activity. I hope this is just an anomaly, however being so close to airport, I have to wonder if something else was occurring at the time.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other users or interagency partners.

NAVCEN requested additional information about the equipment, if issue is on going, or actions taken to correct the problem. There was no response to our request for additional information.",Insufficient Information,03/09/2020
279,02/17/2020,Rehoboth MA,Automobile,"USER: Position shown on maps was off by approximately .5 mile to the west. Also had same occurrence last night while in the same general area. When I noticed the issue on my Nav radio, I checked location on my iPhone and it was consistent with the radio in showing the wrong location.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other users or interagency partners.

NAVCEN requested additional information about the equipment, if issue is on going, or actions taken to correct the problem. There was no response to our requests for additional information.",Unknown Interference,03/09/2020
286,02/12/2020,Worldwide,Other,"User: In February 2020 (Feb 12th, 13th, 15th and 16th), PRN19 has broadcast several ephemeris and clock data set with the same IODC, although the data was different. This does not respect the IODC repetition rule in §20.3.4.4 of IS-GPS-200.

NAVCEN: The GPS Operations Center reported that the cause of the IODC repetition error was the result of an issue experienced with the ground control system. The problem has been corrected.",ICD_Violation,06/16/2020
277,01/20/2020,"Gibsonton, FL",Automobile,"User: I was driving following my GPS when all of sudden it lost GPS signal on the highway. I checked my vehicles GPS also and it could not lock on to me. It finally returned after about 20 mins but something must have knocked it out.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other users or interagency partners.

NAVCEN recommends continuing to notify us if symptoms in the area continue.",Unknown Interference,02/25/2020
276,01/14/2020,Paso Palma,,"User: My GPS position is changing. Beginning on 1-14-2020 almost every day, why is that? I measure from the same point at my home.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other users or interagency partners.

We recommend user ensure equipment software is up-to-date, refer to your equipment manual, or contact your equipment manufacturer for further assistance. NAVCEN requested additional information about the equipment, if issue is on going, or actions taken to correct the problem. There was no response to our requests for additional information.",Insufficient Information,02/25/2020
275,01/13/2020,"BARCELONA, SPAIN",Marine,"User: We were alongside in Barcelona same day from 12:18 till 16:23 UTC. We just restarted both units without any success - NOT SAFE -indication persists. During our stay alongside it was brief moments when NO FIX was displayed. DOP at not very high levels (1.7 / 3.0) In GPS manual it says that if DOP is close to level 6 the GPS will show 2D position, only. My portable GPS receiver (Garmin / hand-held) set on GPS satellites shows correct positon (checked alongside) and has No. 5 /13 /15 / 17 /20 / 21/ 24 /28 /30 /38 satellites locked - no.7 and 19 on sight I hope our answers will help you !.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other users or interagency partners.

User encouraged to contact their equipment manufacturer for assistance. NAVCEN requested additional information, including any information from their equipment manufacturer.

Update: User worked with the equipment manufacturer conducted a reset procedure and checked settings, operations back to normal.",User Equipment,01/28/2020
